cgpa,aptitude_score,communication_skills,num_projects,internships,technical_skills,certifications,dsa_level,attendance,placement_score,placed
6.94,84,5,7,0,5,2,9,81.8,56.75,1
7.68,78,1,10,4,5,7,10,62.2,74.41,1
9.04,71,3,1,0,13,5,1,89.9,44.51,0
9.51,97,1,8,1,1,7,5,71.6,52.93,0
9.56,91,5,1,4,8,5,7,76.2,84.62,1
8.71,56,5,0,3,13,4,7,62.0,55.67,1
8.52,74,6,9,4,4,4,10,77.9,84.29,1
8.09,76,8,1,4,10,5,6,74.1,59.64,1
8.28,58,10,6,3,5,5,10,77.4,76.27,1
6.95,83,1,7,3,2,1,4,95.7,45.1,0
6.68,68,4,4,1,15,1,3,80.1,41.83,0
7.5,98,10,5,3,12,2,9,68.5,80.18,1
7.33,46,1,0,2,13,7,10,69.5,52.42,0
7.05,67,9,5,2,1,6,4,85.1,45.95,0
8.2,48,7,7,1,9,7,8,93.6,69.73,1
8.46,67,7,2,0,15,3,1,81.4,47.73,0
7.59,45,5,10,0,2,7,7,86.3,54.5,1
8.98,68,7,0,2,6,6,6,85.3,60.86,1
6.36,97,2,10,3,1,1,1,95.0,35.16,0
7.31,56,4,3,1,1,2,4,54.6,18.78,0
6.78,55,7,0,0,9,6,5,86.0,26.15,0
5.63,62,3,7,0,4,7,8,89.8,46.92,0
7.42,70,2,4,4,9,0,4,61.9,49.05,0
7.38,42,10,0,2,11,4,3,67.4,49.87,0
9.01,60,2,7,3,5,6,2,67.8,55.26,1
8.13,65,1,8,1,7,3,4,69.3,31.55,0
6.48,75,5,9,0,1,2,10,72.2,42.15,0
9.35,81,6,1,4,6,6,4,80.9,68.52,1
8.72,76,6,8,2,8,5,10,88.4,81.21,1
8.08,92,9,7,2,14,7,5,91.0,81.38,1
7.27,61,4,6,1,1,0,7,67.9,39.42,0
6.54,81,1,2,0,9,4,9,67.9,39.15,0
7.13,51,6,1,1,3,0,2,93.8,25.83,0
8.59,81,5,6,1,1,2,5,85.8,47.85,0
9.38,100,10,4,4,1,7,10,79.0,98.18,1
9.04,52,6,5,2,13,1,9,83.7,65.88,1
7.01,50,3,3,3,14,4,3,77.6,36.28,0
6.38,93,2,1,2,11,7,1,84.3,35.54,0
7.64,55,6,8,2,6,0,2,74.0,41.38,0
5.73,47,1,2,4,11,1,6,81.2,40.48,0
7.82,79,7,6,3,6,3,5,59.9,59.82,1
7.35,98,7,7,0,1,2,1,69.7,39.18,0
7.03,96,10,1,3,14,2,1,69.9,48.51,0
5.91,79,7,5,0,14,4,4,73.5,50.66,0
8.01,84,10,10,3,3,0,4,66.9,62.06,1
6.97,98,1,7,1,7,3,6,71.6,47.29,0
6.33,41,4,6,3,10,5,6,59.8,55.49,1
4.63,69,7,10,4,3,4,10,84.6,65.17,1
7.47,69,9,2,0,3,7,6,77.0,40.08,0
9.27,51,5,0,2,3,5,1,57.5,26.54,0
9.16,49,2,5,4,12,4,10,68.0,71.11,1
7.04,83,7,7,0,7,0,9,82.0,48.09,0
6.9,50,10,5,0,4,3,7,71.5,49.65,0
7.97,54,1,4,2,4,0,7,69.6,37.6,0
6.5,55,7,10,1,3,2,7,77.1,50.15,0
7.8,56,6,7,4,10,5,2,82.1,57.23,1
8.27,65,7,1,2,11,1,2,60.8,54.36,1
8.73,41,10,0,2,9,6,6,84.6,78.17,1
7.4,89,3,0,1,2,7,7,68.4,41.73,0
7.3,51,3,3,4,4,2,3,77.8,39.98,0
6.62,90,7,5,2,8,2,4,77.6,52.14,0
6.67,65,2,8,1,6,5,3,71.7,36.82,0
7.27,62,1,0,4,14,7,7,65.7,49.02,0
7.87,57,9,0,3,7,4,7,74.6,51.22,0
8.41,71,9,4,0,13,2,4,97.5,52.43,0
6.7,88,7,9,1,7,6,7,61.7,65.43,1
8.99,77,7,4,0,2,3,5,98.3,50.69,0
7.23,96,3,4,3,4,2,1,74.9,25.6,0
7.48,86,10,9,2,10,3,10,78.4,84.93,1
6.75,42,2,5,2,10,0,4,65.0,30.02,0
5.08,77,7,7,4,6,7,7,68.7,68.48,1
8.38,42,9,2,1,3,4,2,72.0,41.89,0
8.24,69,1,8,1,9,3,2,65.5,34.27,0
7.22,100,4,0,4,13,2,1,75.5,35.53,0
7.57,40,6,3,0,4,4,2,73.1,24.27,0
8.02,69,7,8,2,10,6,10,100.0,77.76,1
5.94,84,10,7,2,13,4,8,64.0,74.15,1
6.97,71,7,9,1,2,3,8,79.2,56.32,1
8.29,67,10,8,1,6,7,8,81.0,82.63,1
6.25,60,2,0,4,1,3,1,65.2,12.72,0
7.79,97,4,8,3,6,1,1,86.2,60.12,1
6.14,85,5,2,0,13,1,10,73.2,51.31,0
7.97,52,1,10,3,12,4,4,48.1,41.76,0
7.46,66,1,9,3,10,5,6,85.9,68.94,1
5.88,75,10,8,1,1,7,8,64.6,58.41,1
8.66,46,3,0,1,14,5,2,65.4,40.87,0
6.77,61,10,0,1,8,1,3,86.3,32.56,0
6.69,49,3,8,3,5,2,6,73.8,52.54,0
7.7,78,8,10,0,6,0,10,89.0,59.3,1
8.65,92,9,5,1,2,4,4,92.5,67.5,1
6.48,54,1,3,2,2,0,2,70.3,20.94,0
7.56,54,2,6,0,12,1,7,87.5,38.11,0
7.93,43,10,4,2,9,3,4,68.9,65.28,1
8.19,71,2,9,0,3,6,8,100.0,59.76,1
7.68,62,4,6,1,6,4,8,69.7,55.82,1
7.13,94,2,7,4,10,1,7,90.3,55.23,1
6.67,45,7,7,1,5,7,10,88.1,71.94,1
7.59,63,9,0,3,14,2,9,81.8,58.54,1
6.43,59,7,7,3,12,6,4,70.0,64.7,1
4.58,97,6,5,0,4,4,7,76.2,32.24,0
7.94,76,10,3,3,10,4,10,52.2,70.84,1
8.4,59,1,7,1,2,7,10,80.7,62.12,1
5.14,51,10,2,2,8,5,1,82.2,40.54,0
6.49,72,9,3,1,10,3,4,79.6,39.65,0
8.12,67,5,5,0,7,4,2,42.3,44.12,0
9.56,47,5,10,3,11,3,9,62.8,84.4,1
7.52,40,6,6,2,2,1,5,69.0,33.86,0
6.77,76,9,3,4,6,2,3,81.5,62.99,1
7.32,61,8,3,2,14,6,4,81.5,50.33,0
8.87,45,8,6,2,8,6,6,76.0,62.95,1
6.85,100,8,5,1,7,2,10,85.6,68.23,1
6.7,60,1,10,4,15,4,1,65.7,46.03,0
7.02,71,1,7,0,1,4,7,85.3,40.17,0
6.55,74,8,0,0,5,1,8,83.7,40.7,0
7.62,54,5,9,2,2,5,7,82.5,56.21,1
9.12,44,9,10,2,6,5,7,75.8,79.76,1
7.82,99,2,6,3,7,5,9,100.0,70.91,1
7.25,95,9,6,4,14,3,4,83.9,77.13,1
7.21,85,8,10,2,14,5,7,66.4,84.32,1
5.94,89,9,6,3,7,2,9,81.0,70.47,1
8.38,87,4,6,4,3,6,5,87.0,72.68,1
7.42,45,1,9,0,7,6,2,70.9,27.73,0
7.32,64,1,9,3,15,3,5,91.1,63.32,1
10.0,95,5,7,4,5,1,4,82.6,68.94,1
7.8,85,2,8,3,8,2,8,49.9,52.89,0
6.75,98,8,8,2,15,6,5,81.6,74.43,1
7.07,95,10,1,1,12,2,9,73.1,58.13,1
8.65,79,5,6,0,8,6,9,84.4,72.4,1
7.61,68,5,6,2,7,0,3,89.3,50.92,0
6.06,46,2,3,2,6,1,10,80.3,24.46,0
8.42,79,7,8,4,2,1,6,98.0,65.57,1
6.83,52,8,7,3,6,7,6,75.9,52.99,0
9.37,77,10,0,0,13,0,4,85.5,54.13,1
8.58,57,1,1,2,12,3,10,87.7,58.89,1
7.05,41,2,1,4,15,6,3,76.8,43.14,0
8.78,47,10,10,0,11,7,1,87.3,61.69,1
7.57,50,4,7,3,9,6,7,70.9,68.64,1
8.35,72,5,0,2,15,6,5,72.9,44.92,0
7.98,93,2,3,2,2,5,10,62.3,63.69,1
6.65,100,1,9,2,1,5,7,80.9,50.57,0
6.86,77,9,4,0,11,5,1,81.9,46.05,0
8.53,87,1,8,0,13,5,8,92.2,63.71,1
7.17,66,4,6,0,5,5,3,87.5,48.65,0
7.1,59,2,7,0,11,0,7,74.6,32.8,0
6.54,51,4,10,4,6,1,3,63.9,45.28,0
7.92,82,8,8,1,3,3,3,83.2,58.81,1
9.56,100,8,6,4,8,2,10,91.3,84.1,1
6.43,70,9,4,2,7,5,9,87.1,57.04,1
7.52,66,5,4,4,2,0,2,91.0,41.76,0
8.91,71,7,9,3,12,7,4,75.5,74.65,1
7.42,100,3,10,0,7,7,6,72.4,56.41,1
7.95,49,10,5,3,15,6,3,69.2,65.33,1
6.44,42,4,4,3,15,3,10,77.3,60.03,1
7.93,84,10,10,2,1,7,10,77.1,81.16,1
7.31,66,9,8,0,9,3,7,80.5,66.55,1
8.49,74,10,2,3,13,3,7,76.4,68.0,1
8.69,70,10,2,2,7,0,5,76.4,49.73,0
10.0,54,1,6,0,6,2,3,68.7,52.72,0
8.08,55,2,6,1,13,5,2,89.3,43.3,0
7.83,100,5,5,2,2,3,4,78.9,45.11,0
7.69,52,3,2,4,3,0,4,75.9,26.23,0
7.15,88,2,6,0,1,6,8,69.0,52.31,0
7.84,74,1,4,3,15,1,8,62.0,54.63,1
7.2,91,10,6,3,10,6,5,93.7,75.23,1
7.67,50,3,1,4,13,0,6,84.7,47.63,0
8.82,98,1,5,4,5,0,8,58.5,67.63,1
6.49,60,1,7,3,9,0,1,87.2,32.56,0
8.64,90,1,0,0,13,3,5,89.1,60.37,1
8.82,93,8,3,2,6,0,4,79.5,59.31,1
7.38,50,3,10,4,5,1,4,97.2,59.55,1
5.38,69,1,0,4,12,3,2,80.6,34.72,0
6.89,99,7,0,4,3,6,10,61.0,64.64,1
8.8,87,10,9,1,5,1,1,82.4,58.11,1
7.48,92,3,10,0,8,7,6,80.9,63.87,1
6.5,74,8,7,0,12,4,7,70.8,59.91,1
7.0,61,4,6,0,2,6,5,84.9,36.28,0
8.34,77,4,9,0,5,0,8,58.0,53.11,0
8.05,70,5,0,0,6,5,9,89.9,57.85,1
7.26,53,6,10,3,10,5,2,67.5,69.7,1
7.13,63,7,1,4,8,3,4,66.2,54.09,1
7.11,89,4,3,3,8,5,9,76.6,74.09,1
6.58,88,8,0,1,15,6,5,83.2,52.02,0
9.12,71,6,2,2,5,3,3,80.0,55.75,1
7.18,75,1,7,4,9,6,6,69.1,68.1,1
8.72,71,1,7,1,4,0,3,71.9,33.42,0
9.02,94,9,7,3,12,2,5,64.4,76.68,1
8.5,54,10,5,2,9,2,3,75.3,68.36,1
7.07,82,6,5,1,11,1,6,90.9,48.13,0
7.9,97,10,4,2,7,0,10,77.9,64.06,1
7.48,74,8,8,1,6,5,5,88.3,70.75,1
6.6,42,7,3,3,4,0,9,95.5,54.33,1
7.82,55,6,9,2,2,4,3,70.9,52.2,0
6.32,44,4,6,1,8,2,6,75.8,36.11,0
8.69,60,7,0,3,6,5,8,100.0,62.41,1
7.04,100,9,8,4,12,6,7,95.3,90.36,1
7.7,49,10,6,3,15,6,6,57.9,81.63,1
7.78,58,10,9,3,3,2,2,82.6,59.73,1
7.24,64,7,8,4,7,0,7,78.0,76.31,1
8.09,43,1,6,3,10,5,8,87.9,53.5,0
7.03,100,10,1,4,7,1,1,69.1,52.48,0
8.37,68,9,5,4,6,6,9,67.9,77.02,1
6.15,58,4,9,4,2,0,4,69.9,34.31,0
7.63,82,3,10,1,8,1,8,71.1,57.44,1
9.44,41,4,3,2,1,7,10,87.8,64.14,1
6.5,49,4,2,1,13,5,7,63.8,44.32,0
6.82,100,10,1,4,1,2,10,70.5,78.54,1
8.01,82,2,5,2,6,7,7,56.5,59.64,1
7.68,64,1,7,2,5,4,2,90.1,48.78,0
7.85,59,10,5,4,9,7,1,93.3,68.11,1
7.99,87,1,8,2,13,3,4,74.1,67.9,1
8.13,58,8,4,2,12,2,2,74.4,66.59,1
8.61,62,2,1,1,7,1,8,83.4,47.15,0
7.91,63,10,7,2,2,0,10,95.7,61.38,1
7.26,50,5,8,4,13,7,7,82.9,69.2,1
8.17,85,4,9,0,12,6,8,69.6,70.69,1
9.4,73,8,3,0,7,5,6,58.6,62.21,1
7.37,94,2,5,0,15,7,1,64.6,50.41,0
6.53,67,10,10,4,3,2,9,78.9,74.67,1
8.61,44,9,9,0,1,6,6,70.1,57.7,1
7.38,98,7,7,1,11,6,10,80.3,73.82,1
5.33,44,7,8,4,8,4,1,71.4,44.62,0
8.35,90,1,4,4,14,5,1,65.3,68.76,1
6.96,60,2,5,4,12,7,8,63.9,67.69,1
7.41,51,4,10,2,3,1,6,96.7,53.72,0
7.83,89,4,3,2,11,5,8,88.7,71.8,1
7.69,43,3,4,2,8,7,8,98.8,53.8,0
8.21,93,7,6,3,7,5,8,84.5,74.99,1
7.06,88,8,8,1,12,0,10,72.8,64.19,1
8.01,81,2,9,4,15,3,7,93.9,76.48,1
7.24,59,4,10,4,2,7,7,77.6,62.71,1
8.24,77,3,5,2,13,6,10,80.7,79.99,1
8.12,64,2,5,4,14,1,4,77.5,53.19,0
6.56,53,6,7,4,14,7,9,42.6,64.38,1
8.59,50,4,10,0,1,7,2,97.3,60.14,1
6.96,71,6,3,4,7,0,9,83.9,55.6,1
8.31,50,2,2,3,13,6,10,82.0,65.24,1
7.87,100,4,6,2,1,3,3,77.3,52.62,0
9.34,57,6,4,1,6,0,2,80.0,37.31,0
7.28,66,5,1,1,13,3,4,70.8,48.92,0
7.15,94,3,1,0,11,3,5,85.4,45.77,0
7.48,93,8,10,1,10,3,2,62.3,69.74,1
7.2,57,7,5,1,11,0,1,80.2,34.26,0
8.3,95,3,7,2,10,5,10,84.7,77.21,1
5.88,62,6,0,2,8,7,5,75.6,40.6,0
6.45,50,4,10,3,7,3,9,82.5,60.58,1
6.43,60,5,5,0,4,5,5,66.1,25.83,0
8.45,83,5,1,1,1,7,10,66.4,58.44,1
9.21,44,7,1,3,1,6,9,80.8,53.85,0
7.4,62,5,6,0,4,7,10,86.1,59.3,1
7.33,80,3,9,1,5,6,6,55.5,40.21,0
7.57,98,10,0,1,12,1,3,84.3,42.39,0
8.66,64,5,5,2,7,4,4,71.5,59.45,1
6.57,80,7,6,4,14,5,4,75.7,63.63,1
7.74,93,5,7,0,4,7,1,61.9,40.45,0
8.48,49,5,6,1,10,6,3,67.8,59.02,1
8.0,61,9,5,0,14,4,3,89.6,59.05,1
7.69,58,3,8,3,12,3,1,78.4,55.85,1
8.5,40,6,2,3,1,4,9,73.4,52.74,0
4.8,46,1,10,4,11,4,1,76.6,51.65,0
8.18,43,10,5,1,10,3,9,83.9,61.98,1
6.85,40,5,3,2,7,5,1,83.3,43.68,0
5.67,54,8,1,1,2,7,2,77.1,27.67,0
8.01,79,5,0,0,13,3,2,91.1,31.99,0
8.87,51,9,0,3,11,1,6,89.6,64.13,1
7.36,61,6,10,0,2,2,7,83.0,51.65,0
8.45,61,8,9,4,8,7,1,78.7,65.12,1
9.11,89,10,2,3,12,0,3,85.9,63.34,1
8.81,86,8,3,2,10,3,2,81.8,60.85,1
9.14,56,3,1,3,10,3,8,90.7,62.77,1
8.24,68,7,10,1,10,4,9,88.8,61.16,1
7.58,85,7,10,1,5,1,2,65.8,56.93,1
5.9,53,10,10,3,10,6,2,65.0,55.1,1
7.25,89,6,0,4,2,6,10,69.6,55.08,1
6.66,59,7,3,1,5,4,9,89.7,55.59,1
9.67,89,2,6,1,8,5,4,59.1,58.81,1
7.32,87,9,9,2,6,7,5,82.7,79.74,1
7.62,72,10,10,3,3,3,9,82.4,79.94,1
8.05,94,10,5,1,8,7,6,92.0,74.88,1
7.54,98,1,5,4,15,7,10,80.2,79.07,1
9.2,82,1,10,0,14,3,9,61.9,71.7,1
6.88,54,3,8,3,9,4,9,66.5,55.89,1
7.69,51,3,1,2,5,7,7,63.8,38.72,0
6.76,79,1,3,1,13,3,10,71.5,53.19,0
6.18,93,7,4,4,2,5,9,75.8,62.8,1
6.89,59,4,0,3,2,7,5,64.0,38.47,0
7.46,69,10,7,4,7,2,5,95.6,76.98,1
7.07,77,2,7,4,1,0,8,62.1,48.6,0
6.81,42,10,5,2,10,0,10,94.2,60.62,1
6.09,67,5,4,3,12,0,4,92.2,41.04,0
7.42,95,6,7,1,2,2,9,88.8,63.52,1
6.0,65,9,2,2,10,3,7,69.7,51.74,0
8.26,69,4,2,1,4,4,7,82.1,53.48,0
7.58,52,2,1,0,1,6,3,62.7,18.21,0
6.04,52,5,4,4,4,1,4,88.9,35.64,0
7.19,41,3,2,0,13,3,7,77.1,41.62,0
6.75,76,2,2,4,12,2,5,73.1,48.96,0
7.82,88,1,5,2,11,7,3,63.3,47.31,0
8.84,77,10,7,1,13,5,1,48.3,72.63,1
5.62,41,2,1,1,10,2,7,65.5,12.65,0
7.62,75,6,3,2,15,7,6,91.4,72.43,1
7.34,93,8,10,3,5,6,10,73.2,75.95,1
8.17,65,3,6,0,9,0,7,76.0,57.24,1
7.71,50,9,0,0,1,3,2,85.9,20.45,0
6.75,47,9,0,1,12,6,4,99.7,53.94,0
7.18,83,2,9,1,5,0,2,93.9,39.23,0
6.7,79,8,6,1,2,1,8,66.3,47.03,0
8.58,82,10,6,2,9,7,7,54.7,79.4,1
7.52,61,5,0,3,6,7,1,100.0,47.99,0
9.4,59,4,0,0,2,5,2,100.0,32.03,0
7.44,47,10,3,4,14,0,2,80.3,49.84,0
6.79,68,5,4,2,3,1,4,62.8,38.67,0
5.99,79,4,4,0,14,7,3,89.6,33.46,0
5.7,65,8,3,3,8,2,1,76.7,33.6,0
5.92,69,4,7,2,1,0,2,76.6,46.1,0
7.77,56,10,6,0,12,0,9,88.7,56.75,1
8.01,59,6,8,2,3,4,1,82.0,55.17,1
5.92,91,2,6,0,13,5,9,63.8,46.93,0
8.4,94,5,9,0,10,5,7,74.1,72.48,1
7.02,55,6,0,3,1,6,2,85.9,40.19,0
7.65,85,5,6,4,11,2,2,84.1,67.37,1
9.11,82,2,0,3,11,4,5,81.1,56.7,1
8.4,46,7,6,0,8,6,5,89.2,67.28,1
7.23,55,4,9,2,1,1,4,73.7,36.57,0
6.61,84,8,7,3,13,6,10,80.1,82.27,1
5.35,98,7,10,4,5,1,10,40.0,65.71,1
6.78,86,7,8,0,4,2,3,72.6,36.45,0
7.29,95,9,2,3,7,7,4,87.2,64.16,1
6.51,87,1,3,3,14,5,10,73.3,61.73,1
7.37,66,10,3,3,5,7,4,72.4,57.07,1
7.58,92,6,8,3,8,1,2,65.5,71.41,1
7.28,62,6,6,2,12,2,5,90.0,50.97,0
6.85,63,6,2,4,14,7,5,84.6,69.58,1
7.67,48,6,9,4,11,6,5,87.9,76.31,1
7.94,74,10,4,0,1,1,10,57.3,53.66,0
6.41,90,7,6,1,5,3,1,76.1,35.9,0
8.91,59,10,7,2,4,0,6,74.6,58.44,1
7.4,76,6,0,0,3,6,2,74.6,29.73,0
7.52,81,1,1,0,5,5,7,70.6,26.32,0
8.21,56,3,6,3,10,7,4,73.8,52.95,0
7.73,86,2,10,1,15,6,5,88.2,58.54,1
8.45,70,6,1,1,3,3,5,55.0,49.64,0
7.79,94,8,6,2,8,2,5,99.3,70.68,1
6.89,96,3,8,1,13,2,2,83.8,54.5,1
7.86,47,10,10,0,3,6,5,77.5,61.88,1
6.36,54,8,1,1,1,3,3,88.9,29.87,0
7.61,70,8,6,1,9,7,4,60.6,66.9,1
7.47,92,5,3,4,15,6,2,70.0,60.02,1
7.29,69,8,10,0,9,0,4,76.5,52.02,0
7.37,85,6,1,1,6,0,9,94.4,54.96,1
5.62,59,5,6,1,10,4,8,77.4,38.43,0
6.95,99,9,4,3,1,1,3,83.4,70.49,1
7.59,78,7,0,1,8,4,1,70.9,38.96,0
7.66,92,8,4,1,2,7,1,83.8,51.68,0
6.47,94,1,2,4,9,0,6,98.1,55.35,1
8.77,51,2,6,0,14,3,3,89.9,52.33,0
6.63,88,8,5,2,8,1,4,77.0,51.73,0
8.47,56,9,7,0,3,7,1,86.1,52.44,0
7.93,81,4,4,3,13,3,8,84.9,58.97,1
6.85,69,10,1,0,5,7,1,84.1,36.11,0
9.28,68,10,8,1,9,4,5,91.3,78.44,1
6.31,58,9,10,3,13,2,6,91.3,70.72,1
8.42,85,4,7,0,1,3,2,76.5,49.52,0
8.5,50,10,5,3,9,4,7,85.7,71.86,1
6.83,73,10,9,2,15,4,7,73.4,66.81,1
8.89,89,10,6,0,4,4,1,66.9,61.94,1
7.25,46,9,8,1,4,2,4,74.8,54.94,1
7.79,83,7,6,3,15,2,4,77.1,73.05,1
7.76,97,2,2,4,4,6,5,58.1,53.03,0
7.37,73,9,5,3,10,2,1,88.3,62.46,1
8.31,98,4,10,4,12,1,1,44.8,84.62,1
8.29,59,8,10,1,9,2,7,100.0,70.58,1
5.75,89,7,6,2,14,2,9,96.0,57.96,1
8.8,77,7,1,4,6,2,1,74.9,49.61,0
5.84,63,8,2,2,11,7,2,78.1,47.91,0
8.53,49,1,3,3,8,3,6,81.6,38.86,0
8.63,71,5,9,1,12,2,6,70.9,65.38,1
6.41,91,2,5,4,14,1,2,80.3,51.28,0
7.09,54,2,0,3,4,7,9,76.3,55.21,1
6.39,76,1,8,0,3,4,4,76.9,40.44,0
7.29,59,5,4,3,14,3,7,80.2,64.98,1
7.19,42,2,6,2,1,0,6,62.2,16.84,0
8.28,76,4,8,1,10,7,3,78.5,65.88,1
8.81,96,3,8,1,15,2,8,80.0,77.69,1
8.9,79,3,0,3,15,7,7,79.5,70.92,1
6.94,47,2,0,0,7,6,9,75.4,24.03,0
7.29,79,6,2,2,4,6,3,91.7,43.43,0
5.82,83,2,5,3,14,7,1,73.8,39.07,0
6.69,95,8,1,3,8,4,2,80.7,39.06,0
8.46,62,8,9,1,14,4,1,93.6,64.38,1
9.12,79,5,10,2,3,3,5,77.0,61.21,1
6.27,50,10,0,0,1,6,10,80.6,58.75,1
6.91,85,7,0,1,5,0,2,76.8,30.11,0
7.47,47,4,4,3,14,5,3,92.8,60.6,1
7.78,68,1,3,1,2,6,8,74.9,34.1,0
6.69,69,2,0,1,3,7,10,93.4,40.26,0
7.92,95,10,3,4,14,6,5,76.8,82.24,1
7.03,99,10,2,1,6,1,4,67.7,42.98,0
7.49,49,4,1,1,3,5,5,86.2,32.45,0
8.05,78,1,8,2,3,4,10,74.3,59.27,1
7.51,67,8,10,1,12,5,6,85.4,68.95,1
7.06,88,9,0,0,6,6,7,45.2,58.89,1
7.39,75,4,6,3,5,4,9,78.1,64.54,1
7.41,100,10,3,2,10,5,1,72.5,62.45,1
7.13,52,3,4,1,9,4,4,65.2,39.16,0
7.24,71,2,9,0,1,4,9,71.4,50.6,0
9.1,75,5,4,3,13,3,5,71.1,66.63,1
8.06,76,3,0,2,3,0,8,77.4,40.03,0
7.2,65,10,5,0,3,4,1,61.6,38.98,0
8.2,61,7,8,1,11,1,4,81.8,63.91,1
7.17,43,6,1,4,6,6,9,94.4,65.73,1
8.67,70,1,6,4,8,6,1,81.4,54.85,1
7.87,57,8,5,2,3,1,1,87.7,47.07,0
7.39,77,2,4,0,3,2,4,91.1,31.58,0
7.95,63,5,3,3,6,4,3,92.8,50.82,0
5.93,95,9,3,0,8,7,7,100.0,55.28,1
6.37,62,8,5,4,6,4,3,72.0,50.01,0
6.31,61,2,3,2,13,4,1,69.4,39.72,0
7.64,41,9,4,1,12,7,10,87.4,69.18,1
9.23,70,5,5,0,14,5,2,86.5,58.43,1
9.73,94,10,4,4,10,4,10,87.3,89.14,1
8.14,50,6,6,3,3,4,4,100.0,53.74,0
8.0,67,3,8,2,4,1,1,78.1,39.39,0
5.7,85,3,9,1,1,0,1,83.1,21.94,0
6.96,71,10,6,0,13,0,8,66.2,57.55,1
6.71,44,8,6,3,8,2,7,100.0,55.12,1
6.88,77,10,3,1,4,1,8,74.0,51.84,0
7.33,49,10,0,4,6,4,4,74.3,52.15,0
7.03,79,2,7,4,11,0,6,73.8,50.23,0
5.52,85,2,3,3,3,3,3,70.3,27.45,0
8.25,63,5,0,4,11,3,8,69.2,61.38,1
6.43,74,6,4,2,12,3,4,71.7,54.96,1
7.74,83,2,7,3,11,4,3,61.6,56.81,1
9.57,87,5,3,4,6,4,4,68.6,63.06,1
6.58,99,7,7,0,12,7,6,100.0,69.3,1
4.97,62,10,7,4,11,2,7,86.8,71.98,1
7.21,56,10,2,2,9,6,7,89.1,67.34,1
8.6,40,8,8,1,9,2,4,92.1,60.57,1
9.46,94,7,2,1,10,2,8,100.0,76.65,1
6.27,70,8,0,4,3,5,7,56.7,57.68,1
8.0,70,9,1,1,3,3,2,63.2,46.03,0
7.03,81,5,5,4,4,4,8,68.4,64.56,1
7.39,96,5,9,2,12,3,9,72.4,80.47,1
10.0,94,10,1,1,7,2,5,74.4,60.6,1
6.0,81,4,5,0,3,4,4,72.6,22.57,0
7.75,92,9,0,4,10,1,4,80.6,62.47,1
7.97,95,5,10,1,8,7,4,78.4,68.37,1
8.59,73,2,0,2,11,0,6,69.3,41.27,0
7.6,48,10,4,2,8,0,4,51.9,50.37,0
7.81,61,8,9,0,6,2,7,66.1,44.42,0
7.11,52,7,10,2,4,6,7,71.4,57.8,1
7.77,64,8,8,2,11,3,5,75.0,61.51,1
7.16,87,3,7,1,12,1,5,64.4,39.06,0
8.12,57,4,2,4,11,4,10,72.1,74.98,1
7.13,90,5,2,3,5,6,8,64.4,50.44,0
7.88,51,6,0,2,12,3,7,76.5,47.44,0
7.47,79,1,2,2,2,2,7,65.1,42.75,0
8.63,56,4,10,3,13,3,6,67.8,73.59,1
7.45,54,10,0,2,6,2,7,62.3,41.2,0
5.73,81,5,7,1,3,5,7,76.2,50.44,0
8.76,54,7,0,1,15,0,10,67.6,59.8,1
6.59,54,5,4,3,6,6,2,88.9,57.11,1
6.85,94,1,8,2,12,0,10,82.9,63.54,1
6.9,78,7,6,2,5,3,2,77.2,45.9,0
8.87,52,8,3,4,14,1,10,68.4,70.64,1
5.36,56,7,10,2,2,4,7,82.6,44.75,0
10.0,71,4,8,1,15,2,10,86.3,76.1,1
8.56,48,8,8,0,12,4,7,79.7,73.38,1
7.72,79,5,1,0,13,0,7,97.2,48.57,0
7.45,59,10,9,0,14,7,5,83.5,72.52,1
7.79,65,9,9,0,5,1,1,89.0,56.0,1
8.02,66,10,10,2,5,1,2,79.6,45.32,0
8.15,60,5,5,2,14,4,9,86.1,76.61,1
8.06,57,1,3,4,9,0,8,68.4,50.47,0
7.59,52,9,7,2,11,7,8,72.5,74.81,1
7.3,55,5,10,0,8,4,10,82.2,55.36,1
7.35,48,6,6,3,12,3,1,82.1,44.71,0
7.31,51,4,6,3,12,1,6,84.1,56.44,1
8.63,83,6,10,1,7,1,9,91.2,87.37,1
8.09,77,8,9,1,15,3,8,60.9,80.84,1
4.56,58,3,8,2,15,0,3,66.3,38.58,0
8.16,99,5,4,3,12,1,4,80.8,61.68,1
7.69,46,2,5,0,13,6,3,69.3,35.29,0
7.48,96,2,0,0,15,7,6,100.0,49.12,0
7.11,74,7,5,0,14,5,9,84.2,61.16,1
8.62,87,10,1,2,3,5,8,77.1,56.08,1
8.45,57,10,5,2,10,5,10,71.8,72.45,1
6.73,55,10,8,4,4,2,4,72.2,53.95,0
7.91,94,6,7,0,6,6,2,78.4,52.77,0
6.53,78,4,8,0,3,2,8,79.3,45.39,0
6.12,43,5,9,2,11,0,8,72.5,50.71,0
6.87,98,1,7,2,9,3,6,74.7,52.92,0
8.36,64,7,2,4,8,4,8,94.1,66.91,1
8.45,71,8,7,4,6,6,9,94.6,73.4,1
8.01,79,9,5,1,4,7,1,81.0,51.25,0
8.23,52,8,5,3,7,0,9,61.9,55.7,1
8.02,84,5,5,0,13,4,2,84.5,54.33,1
6.86,56,3,2,0,15,0,1,96.7,32.04,0
7.93,88,10,9,4,11,2,8,94.4,95.33,1
